Gene	A1	A2	A3	B1	B2	B3	C1	C2	C3	D1	D3
409663	0	0	0	0	0	0	0	0	0	0	0
409203	8763	3511	9134	7409	8024	10473	4547	4212	7535	3887	5488
725343	4198	2010	4166	3488	3801	4377	2007	2345	3654	1640	2413
409404	2332	1075	2507	2073	2281	2748	1292	1469	2275	1161	1703
551807	14731	6212	14787	12577	14005	15764	7673	8407	13820	6556	9292
726280	10106	3300	8264	8978	9299	9627	5258	5704	9473	4260	6585
724873	7200	3619	7931	6516	7649	8760	4144	4181	7504	3562	5165
100577250	254	115	259	221	250	263	145	162	262	102	160
412513	2431	1203	2778	2134	2530	2989	1421	1700	2616	1219	1690
414035	2686	1318	2867	2338	2786	2841	1492	1689	2791	1162	1697
410582	3	1	6	5	5	4	2	0	3	2	2
725781	4127	1966	4455	3535	4005	4558	2360	2572	4041	1885	2830
100578640	2536	899	2363	2192	2251	2506	1482	1288	2215	1064	1548
724363	0	0	0	0	0	0	0	0	0	0	0
726034	3395	1556	3270	2971	3152	3379	1770	2160	3029	1415	2058
725997	38	20	19	10	25	35	7	16	22	5	11
413002	12430	4360	11374	10205	11766	12225	5838	5878	10722	4691	7040
725947	524	277	618	455	476	587	294	344	495	227	389
409281	0	0	0	0	0	0	0	0	0	0	0
724853	362	127	331	333	331	342	221	183	325	155	204
552567	3571	1809	4028	2941	3657	4305	2043	2078	3777	1557	2496
100578800	102	25	55	79	78	85	43	35	82	39	71
408649	3909	1138	3209	3476	3667	3728	1821	1608	3390	1521	2379
100577497	41	18	55	37	45	67	23	29	42	27	24
727025	0	0	0	0	0	0	0	0	0	0	0
100578319	190	75	206	196	195	199	90	120	149	92	102
726112	0	0	0	0	0	0	0	0	0	0	0
551658	7401	3775	8604	7153	8250	8437	4472	4822	8354	3407	5468
100577374	247	57	184	189	215	216	108	94	207	71	127
100577265	43	19	44	47	34	59	16	33	43	20	36
725395	6190	2772	6497	5335	5984	6812	3663	3824	6184	2973	4148
100578675	167	54	89	148	106	110	100	82	106	65	62
552497	2446	1009	2313	2117	2470	2851	1287	1258	2346	1183	1698
413132	4199	1694	4241	3514	4319	4634	2321	2268	4396	2084	3113
552676	3725	1711	4146	3056	3394	4317	2076	2416	3549	1616	2352
410266	1192	570	1242	911	1176	1372	666	796	1141	501	831
100578343	468	200	491	359	422	563	210	259	424	154	311
100578015	12575	4948	11960	10483	12057	13023	6057	7155	10692	5104	7688
100576855	876	415	976	654	797	786	577	690	850	416	508
100576843	1899	762	1972	1555	1737	2015	840	1131	1593	753	1128
100577716	21	7	20	24	29	26	17	15	23	12	24
413210	635	252	1022	522	861	1000	226	269	622	190	564
408762	3143	1380	3404	2626	3013	3414	1737	1844	3224	1367	2271
406094	7795	2668	7992	4054	6237	9115	1912	3534	7495	843	3751
412870	714	370	837	646	700	869	431	501	794	338	528
410323	923	342	965	865	875	1036	465	549	831	374	548
100578437	359	84	238	282	279	304	166	144	302	132	212
551960	1505	692	1662	1291	1417	1664	881	977	1492	697	972
100576857	0	0	0	0	0	0	0	0	0	0	0
100576558	4	1	2	4	3	1	4	1	11	4	3
409777	214	110	247	211	219	284	124	118	196	86	148
727387	0	0	0	0	0	0	0	0	0	0	0
412224	10515	4377	10705	9492	9981	12278	5607	5856	10042	4824	7349
724192	33157	12354	30567	27529	32282	34372	16353	16642	31103	12646	20677
100578523	183	109	241	147	197	232	85	99	219	83	145
413215	777	298	888	696	855	940	435	423	767	363	556
551263	107	80	145	93	188	145	105	92	225	98	103
100577103	0	0	0	0	0	1	1	0	0	0	2
725984	135	112	199	141	289	174	134	163	257	84	151
409218	5936	2696	6493	5186	5849	6852	3189	3647	5986	2442	4176
100577680	16	6	18	9	8	9	10	8	11	5	8
724179	2807	1336	3167	2356	2851	2764	1766	1940	2849	1354	2050
551870	5442	2217	5612	4378	4424	5644	2792	3255	4793	2100	3226
551591	4028	1586	3747	3343	3792	4412	1968	1971	3918	1773	2542
412607	5828	2558	5798	4885	5685	6318	3109	3289	5614	2546	3824
100576338	6	2	5	4	7	11	3	6	10	1	9
724927	9411	4089	9940	8037	9360	10808	5342	5227	9269	4549	6788
100576096	238	65	122	169	156	165	97	80	116	89	91
725253	1696	840	1954	1462	1450	1976	1071	1182	1760	787	1147
413204	168	51	149	147	130	148	69	77	131	55	74
550906	2240	582	1561	1778	1500	1667	1206	1227	1828	753	1132
725400	821	420	661	746	907	782	454	564	709	343	374
725756	1313	664	1612	988	1328	1401	516	552	1003	337	783
100576967	0	0	0	0	0	0	0	0	0	0	0
551879	119	115	25	15	14	46	17	10	243	9	101
411619	6746	3000	7084	5780	6724	7971	3766	3760	6736	3190	4496
100315679	2	0	1	3	3	3	1	2	3	0	1
413288	934	334	753	806	853	842	506	571	874	411	567
552492	1854	1026	2423	1559	1930	2229	1206	1372	2130	852	1508
100578124	188	73	250	196	211	229	134	165	237	109	187
726597	9	8	2	16	12	15	9	7	11	10	5
726427	896	527	1183	801	1085	1162	552	612	1041	449	754
100578197	19966	8024	19462	18512	20060	20405	11536	13434	20263	9547	12910
551208	561	228	472	448	450	622	257	273	519	221	259
100578964	312	131	179	233	128	178	75	110	130	65	72
725038	3228	1136	3091	2035	2505	3142	927	1506	2501	669	1578
410637	15198	5304	12577	12796	13989	15173	7541	7914	13560	6573	9472
726176	2078	1025	2236	1846	1868	2236	1250	1362	2018	944	1304
726914	603	191	520	502	561	696	257	308	579	261	396
552238	0	0	0	0	0	0	0	0	0	0	0
551791	1403	648	1563	1249	1289	1602	678	884	1204	575	938
726491	225	44	135	212	183	166	86	93	155	69	122
726886	1228	580	1296	1219	1448	1481	566	716	1121	535	864
409736	5277	1948	5242	4263	4751	5640	2534	2721	4643	1915	3031
412467	4441	2281	5400	4069	4921	5633	2682	2613	5113	1902	3337
409749	766	366	862	674	751	870	453	593	807	325	537
409671	3546	1715	4049	3261	3628	4425	2102	2125	3685	1655	2650
412796	2236	1191	2730	1980	2346	2854	1440	1466	2431	982	1744
100577247	0	0	0	0	0	0	0	0	0	0	0
552201	4650	2253	4932	4234	4942	5566	2499	2542	4838	2048	3347
100576802	0	0	0	0	0	0	0	0	0	0	0
725113	6	3	12	9	5	7	5	3	13	5	16
412070	1367	728	1592	1331	1544	1690	822	938	1572	652	1017
100576361	10	6	9	5	3	14	6	2	7	1	7
413120	6845	3443	7742	6224	7253	8663	4060	3881	7035	3458	5123
100578850	0	0	0	0	0	0	0	0	0	0	0
552720	0	0	0	0	0	0	0	0	0	0	0
408619	8835	3223	7926	7363	8010	9351	3962	4140	7674	3334	5180
100578881	49	15	60	44	35	58	40	27	64	18	49
724654	6	0	5	10	8	15	4	8	4	3	13
411845	1144	545	1182	987	1061	1270	661	669	1067	508	733
100576092	1	0	1	0	1	0	0	0	0	0	1
411054	1529	526	1579	1344	1499	1739	769	765	1378	588	984
100578218	1670	765	1748	1370	1650	1709	1013	1064	1620	718	1040
552756	11307	5065	12001	8970	9819	12487	6468	6908	10651	4849	6812
100577314	5961	2608	6123	5182	5822	6577	3272	3451	5867	2744	3962
100577096	2	2	2	2	3	2	1	0	1	3	0
100576727	3	9	10	10	7	10	7	7	5	4	3
551665	568	295	729	506	502	625	431	505	759	331	541
411355	5795	2428	6564	5352	5618	6682	3309	3280	5987	2668	4130
726153	1561	497	1201	1291	1504	1394	769	643	1355	629	978
100577892	0	0	0	0	0	0	0	0	0	0	0
100576441	2	2	0	1	0	2	0	0	1	0	0
724483	0	0	0	0	0	0	0	0	0	0	0
100577308	1803	865	2144	1505	1834	2014	1084	1327	2005	872	1303
552042	562	293	623	463	547	624	325	392	612	267	409
412950	738	390	819	596	714	796	407	437	810	361	623
100577212	10	8	18	12	8	18	4	10	11	4	12
411635	1936	583	1488	1543	1420	1582	807	767	1393	727	833
726420	293	123	200	221	294	251	205	174	260	167	195
409271	10512	4102	10123	9051	9624	10694	5810	6233	9650	4655	6153
100578151	31	7	38	23	15	33	21	17	21	14	13
726108	0	0	0	0	0	0	0	0	0	0	0
552274	2617	1302	2895	2216	2408	2994	1410	1476	2483	1186	1679
100576493	0	0	0	0	2	0	2	0	1	0	0
100576529	23	2	21	12	16	10	8	14	7	5	11
413294	22	11	25	26	34	28	27	20	41	14	11
100578811	23	8	10	10	15	20	8	9	20	9	6
100577346	359	197	508	312	275	395	229	202	518	201	235
100576156	0	0	0	0	0	0	0	0	0	0	0
551437	365	184	435	381	414	400	147	261	364	127	199
100577540	0	0	0	0	0	0	0	0	0	0	1
725942	298	157	368	260	351	369	229	252	500	216	299
413796	6092	3037	6805	5855	7023	8270	3613	3601	5924	3308	5281
412114	1913	940	2068	1651	1966	2276	1139	1157	1876	963	1417
100578634	0	0	0	0	0	0	0	0	0	0	0
726537	1199	597	1453	1172	1367	1483	765	735	1458	609	971
724890	218	75	176	179	214	364	115	145	226	95	117
410330	4791	2385	5391	4270	5114	5597	2578	3089	5153	2220	3524
100578304	0	0	0	0	0	0	0	0	0	0	0
724160	4262	1727	4847	3743	4233	5075	2354	2146	4499	1907	3074
411011	3975	1476	3506	3521	4330	3894	1854	2632	3291	1477	2434
726675	0	0	0	0	0	0	0	0	0	0	0
551252	266	113	331	189	321	290	230	258	422	151	202
412956	224	83	265	193	174	306	114	111	235	83	173
732510	2	1	0	3	3	3	2	1	3	2	0
727587	0	0	0	0	0	0	0	0	0	0	0
726288	25	12	27	31	26	32	15	11	29	9	16
552478	8	4	5	5	1	6	7	0	3	0	0
408970	1280	232	1392	1210	862	1492	592	361	1170	439	943
406106	52622	18375	47132	46718	45500	53386	23531	26354	43835	18126	29793
100576538	2	2	1	1	4	2	0	0	2	0	1
725170	516	257	575	405	496	589	280	323	481	221	303
724741	5041	2353	5706	4482	4757	5705	2984	3214	5144	2230	3433
100576290	224	119	274	213	326	316	121	176	267	90	174
410563	1816	721	1905	1731	1994	1986	864	979	1799	663	1141
410717	39942	15132	38079	33417	35975	41047	19485	20408	35542	15324	23803
409390	12972	4912	12219	11858	11705	13857	7619	7460	12209	6319	9135
725646	1117	672	1512	923	901	1373	602	945	1846	465	1200
724900	6	1	15	1	2	8	3	3	13	1	5
724631	5338	2056	4935	4345	4117	5274	2566	2857	4555	2120	3159
724499	21	0	1	23	1	4	9	1	3	12	2
413478	14373	7757	17340	13830	15485	17257	6902	8764	14940	6204	10271
551356	2847	501	1683	2325	2452	1610	1926	2686	2598	1164	2465
100578463	21	12	23	21	24	21	22	17	21	19	31
409196	16830	6921	16753	14179	16167	18783	8635	8787	15746	7014	10028
726415	1453	557	1439	1393	1526	1468	646	645	1155	577	875
551745	3720	1484	3292	3057	3543	3340	2058	2090	3048	1688	2046
724312	128	44	86	94	84	126	57	29	76	50	65
411009	14824	4645	11963	14085	12380	13889	7216	8066	11517	5626	8582
725893	5687	2340	6048	4738	5001	6709	2741	2841	4821	1813	3583
412271	475	224	482	383	397	473	252	291	405	198	256
409781	7826	2328	6164	6967	5396	6337	3942	4349	5840	2934	4404
410069	247	44	91	127	153	145	141	120	167	73	100
411797	4800	2308	5314	4127	4622	5519	2469	2716	4727	2067	3060
100579031	6	1	0	4	3	4	7	4	6	3	3
100578297	3	3	11	7	3	6	3	3	11	0	5
551867	0	0	0	0	0	0	0	0	0	0	0
551321	1586	767	1844	1364	1605	1950	885	991	1628	719	1113
725450	5	3	2	3	6	6	1	1	5	4	3
677671	10	12	14	9	16	15	2	21	8	2	5
413590	30	20	20	15	30	27	17	12	37	13	16
412141	4606	2264	5310	3938	4324	5653	2654	2894	4687	2081	3081
409260	3329	1661	4059	2902	3597	4341	1489	1417	3300	1237	2278
412163	3910	1775	4302	3300	3784	4608	2348	2683	3914	1764	2565
100577807	43	15	43	24	35	43	29	19	31	19	25
100576199	898	243	710	724	837	740	457	413	743	403	577
412564	1551	711	1754	1487	1603	1840	1030	970	1712	818	1152
409323	29519	13420	29445	25110	28393	30762	14901	17524	26781	12039	17602
100578241	0	0	0	0	1	0	0	0	0	1	0
724463	678	366	814	633	766	710	429	470	799	336	482
100576398	3	5	12	12	14	18	1	11	8	1	7
552381	12266	5910	12825	11532	13410	15573	7459	6234	12205	7982	10190
552083	916	431	928	729	870	1066	487	663	956	459	685
412487	2762	1294	3059	2164	2550	3196	1896	1641	2971	1224	1725
100577436	90	37	91	67	89	97	49	44	78	37	58
552585	3232	1208	2881	2835	3415	3257	1792	1558	3248	1560	2332
727154	0	0	0	0	0	0	0	0	0	0	0
100577255	33	6	33	38	28	23	18	14	54	12	23
552485	8314	3469	8304	7227	7287	8619	4163	4547	7086	3089	4678
725174	973	387	951	772	922	941	516	500	907	399	580
726546	1114	435	1097	963	1106	1159	511	654	1075	461	698
551055	2128	1029	2309	1897	2061	2399	1144	1199	2285	1087	1571
100576822	2220	556	1501	1964	1898	1980	1240	1555	2140	768	1365
100577781	32	4	30	22	30	45	8	13	45	12	29
551264	3068	1448	3385	2704	3182	3770	1657	1777	3106	1327	2148
724867	514	244	582	515	523	539	273	337	550	219	286
724296	1039	464	1301	854	1107	1253	635	653	1184	469	802
726746	600	229	685	504	496	558	369	375	573	283	327
413835	9496	4457	10747	8780	9501	10854	4974	6186	9653	3981	6391
726323	7315	3029	8112	5529	6535	8722	3889	4070	7445	2770	4749
724626	690	290	800	716	671	785	360	366	713	323	481
100577335	4004	1733	3969	3634	4110	4239	1733	2277	3721	1825	2194
725883	1128	542	1258	934	1034	1279	626	725	1142	507	798
727198	0	0	0	0	0	0	0	0	0	0	0
552050	1904	1029	2223	1774	1852	2216	1145	1185	1959	881	1335
100576960	967	543	1339	863	1100	1261	672	775	1213	516	840
409703	13349	4762	11953	12046	12550	13150	6242	6917	11318	4872	6945
406127	0	0	0	0	0	0	0	0	0	0	0
726437	406	234	585	390	484	593	257	290	556	204	345
724535	18777	6038	15405	15648	16416	17121	9878	9905	17077	7506	12059
410856	1359	753	1583	1087	1652	1473	943	1249	1372	687	975
100576985	3421	1409	3269	2787	3205	3956	1686	2029	3040	1327	1993
100216325	8234	3783	10222	7779	8258	11359	4039	4555	8744	3788	5350
411291	393	162	397	407	444	430	212	234	455	153	260
412232	2968	1604	3435	2564	3211	3654	1800	1999	3211	1372	2197
551111	1488	769	1728	1365	1529	1836	856	828	1541	669	1097
411237	3368	1570	3529	2926	3380	3860	1924	2154	3380	1620	2233
412768	0	0	3	5	3	4	0	1	1	1	1
727294	880	514	1032	734	1101	971	483	707	1093	407	499
552643	4690	1987	4875	3945	4559	5399	2678	2665	4593	2256	3086
413787	5465	2658	6050	4907	5591	6452	2914	3225	5558	2450	3755
100576286	1402	713	1681	1236	1478	1628	908	1032	1494	694	989
726207	704	324	723	642	685	864	392	418	706	329	490
552300	7274	2232	6723	6905	6623	7029	3732	3815	6205	2732	4987
551447	0	0	0	0	0	0	0	0	0	0	0
551016	5533	1794	4574	4859	4935	5067	2658	2959	4621	2168	3365
406109	15	5	7	12	21	10	10	13	6	5	4
100578817	17167	6617	18002	14835	17939	20252	8868	9668	16721	7092	11196
727263	7151	3241	7611	5886	6779	8263	3621	4015	7095	2937	4850
725800	119	52	135	164	148	164	70	74	192	79	145
100577004	15792	5242	13804	14133	14353	15939	7578	7710	14352	6129	9874
413728	0	0	0	0	0	0	0	0	0	0	0
552442	1608	724	1634	1244	1483	1721	894	1078	1503	659	975
411968	6	3	6	1	7	5	1	3	1	0	1
412243	29420	8841	23705	26707	28037	27783	15167	16596	26756	12023	20035
552061	7223	3104	7341	6479	7159	7963	4056	4554	7523	3357	5222
727503	0	0	0	0	0	0	0	0	0	0	0
725336	35309	12867	32540	30647	34602	35982	17898	21199	33416	14761	22693
410732	3228	1226	3011	3202	3628	3347	1745	1820	3600	1486	2000
727354	0	0	0	0	0	0	0	0	0	0	0
100577410	11	3	9	6	9	11	3	11	7	1	7
100576836	4	1	4	2	5	1	1	1	2	1	4
100578422	1211	553	1281	1086	1138	1450	719	726	1127	550	721
413907	115	27	142	49	87	159	15	72	78	17	95
410607	2792	1327	3308	2488	2849	3688	1636	1818	2909	1412	2077
100576225	10	12	18	14	20	22	12	5	21	10	6
551904	12472	5667	13468	11105	12397	14651	6634	6928	12514	5369	8126
100577671	7	16	25	12	13	25	7	27	39	8	14
100578660	0	0	0	0	0	0	0	0	0	0	0
409221	5003	2096	5170	4528	4764	5655	2819	3138	5008	2461	3553
725106	1	2	4	4	8	9	4	4	4	2	4
100578198	17	15	39	12	23	48	4	12	56	6	27
725299	345	194	412	318	371	409	211	278	383	145	248
100577100	0	0	1	0	0	0	0	0	0	0	1
725462	156	45	183	76	101	271	40	149	200	26	118
411408	2919	1446	3374	2662	2638	3312	1869	1968	2845	1430	2078
100578207	10	6	29	14	24	34	6	6	18	8	16
100577693	55	19	71	36	62	68	35	43	72	40	56
408866	1374	675	1605	1261	1434	1728	777	918	1324	688	1047
413181	1689	797	2050	1499	1667	2252	1092	1015	1883	777	1306
724197	19	3	13	16	11	10	5	8	10	10	12
100578413	116	54	161	118	162	152	77	82	110	33	92
726556	0	0	0	0	0	0	0	0	0	0	0
725155	8924	3642	8846	8005	8512	9729	4563	5376	8400	3785	5187
412155	4450	2041	4425	3575	4205	4547	2292	2341	3923	1866	2674
551385	748	249	640	720	881	778	379	348	809	312	598
410446	5285	2417	5828	4724	5131	6234	3006	3218	5461	2454	3420
413987	6207	2549	6384	5598	6675	7338	3250	3791	6500	2733	4181
412079	1928	851	2033	1687	1758	2205	1024	1122	1848	882	1352
411891	4208	1998	4323	3773	4257	4708	2297	2571	3882	1950	2750
100576540	40	26	63	29	67	81	15	22	49	15	49
100577689	660	345	831	603	704	718	449	513	815	349	590
100577408	4525	1793	4844	3316	4913	5381	2730	3455	5308	2434	2820
100576294	11	10	11	3	17	13	1	14	8	3	7
725051	226	79	219	157	212	410	336	242	449	102	193
726443	0	0	0	0	0	0	0	0	0	0	0
725317	4062	1712	4140	3365	3832	4277	2162	2826	3679	1867	2570
100578114	166	61	162	120	149	165	64	73	131	50	92
725136	2208	1095	2514	1868	2211	2485	1310	1497	2241	1028	1534
725209	139	53	145	146	119	107	108	72	142	42	74
726527	232	103	256	183	239	248	145	139	210	106	132
100576434	3	1	1	5	1	7	5	1	1	0	0
100576114	22	7	37	17	44	25	13	28	39	20	30
409234	6742	3134	7465	5980	6395	7861	3870	3911	6369	2990	4457
411144	1064	566	1392	1025	1145	1445	615	713	1345	557	936
724420	2230	732	1654	1928	2003	2017	1116	1192	1976	937	1406
410953	8349	3511	8556	6951	8555	9374	4153	4368	8106	3582	5344
408608	2	1	2	0	3	2	1	0	0	0	0
100577788	65	28	109	74	76	89	46	28	97	35	58
100315685	0	0	0	0	0	0	0	0	0	0	1
408625	1273	617	1430	1098	1225	1561	699	862	1364	603	892
410799	3742	1718	3922	3268	3861	4537	1998	2128	3670	1639	2530
408478	14176	6376	15636	11471	19998	19893	7980	7849	16414	7398	10126
413394	1794	993	2138	1683	1885	2334	1103	1086	2029	961	1410
412541	840	289	775	750	811	926	352	370	710	288	470
551573	1907	902	1962	1820	2188	2369	1078	1287	2342	923	1503
410765	230	100	262	200	225	238	141	136	240	91	121
410007	6178	2647	5239	4581	5990	6532	3594	3962	5983	3103	3580
406146	190	26	134	164	123	166	81	80	152	54	119
552383	287	153	368	244	277	329	212	262	386	177	278
408557	3344	1713	3834	2829	3299	3932	1878	1968	3280	1359	2194
724846	199	127	270	163	241	274	104	204	275	104	161
551776	6	2	8	7	5	7	1	7	5	3	3
411189	622	223	766	567	545	857	279	281	546	241	416
100577856	605	279	681	534	544	694	356	342	643	281	325
727315	0	0	0	0	0	0	0	0	0	0	0
724495	962	399	911	786	854	996	515	536	860	426	612
100576972	2224	947	2183	2003	2028	2384	1216	1213	2154	934	1462
100578782	1574	762	1978	1396	1462	1495	953	1264	1685	678	1209
727419	411	206	491	331	382	410	302	353	498	269	360
413757	0	0	0	0	0	0	0	0	0	0	0
413680	18810	7819	18929	16642	17423	20984	10027	11803	18619	8678	11908
408902	28286	11139	27911	25494	25358	32497	14209	15329	25813	11402	17841
551625	716	333	717	607	639	799	381	396	647	333	465
412548	689	373	742	579	720	887	406	465	714	283	481
412011	1030	268	730	810	857	793	429	474	778	310	451
100576283	108	76	160	91	153	243	49	97	193	38	116
726161	580	234	699	521	636	801	267	305	568	202	464
725689	989	433	1098	850	1103	1007	634	712	1114	573	908
412401	0	0	0	0	0	0	0	0	0	0	0
100315669	0	0	1	0	0	1	0	0	0	0	0
724985	1157	666	1387	1023	1182	1384	673	802	1236	477	786
727398	394	187	436	310	432	394	264	337	442	234	271
410083	7552	3540	7788	7293	7081	7950	4486	4939	7050	3428	5302
409531	5157	2479	5803	4433	5070	6141	2610	2795	5100	2227	3412
551107	13678	5702	13804	11181	12178	14897	7167	8142	12115	5370	8007
412840	119	33	98	113	102	138	36	52	96	37	82
725830	1036	480	1163	907	1078	1205	604	683	988	524	704
725003	0	0	1	0	0	0	0	0	1	0	0
726653	1810	889	2044	1561	1949	2143	937	1243	1971	801	1164
408957	25556	8372	22619	22156	25092	24749	12427	14357	22840	10166	16096
503505	162259	56188	150160	114549	130440	168902	79041	80554	135086	59800	81643
410904	4214	1642	3892	3709	4151	4474	2162	2317	4016	1835	2689
725556	3460	1546	3427	3046	3518	3669	1995	2715	3534	1552	2224
411524	1193	614	1440	1083	1242	1394	736	823	1173	555	838
724666	0	0	0	0	0	0	0	0	0	0	0
100577908	4	2	4	7	5	7	3	2	5	2	3
725019	14	4	11	16	16	20	8	7	3	5	4
411696	3612	1702	3911	3177	3474	4174	1996	2334	3740	1609	2389
410420	1666	794	2182	1505	1768	2378	967	1021	2021	786	1288
727440	0	0	0	0	0	0	0	0	0	0	0
727235	3430	1267	3362	2922	3315	3816	1679	1833	3367	1377	2355
100579020	2002	883	2082	1697	1823	2215	1121	1079	1825	873	1331
100576331	10	4	10	10	12	14	7	3	12	1	8
409607	10162	4557	10461	8677	9422	11161	5304	5535	9651	4368	6746
725481	1495	722	1691	1333	1618	1940	839	850	1664	736	1147
100576166	444	120	395	443	431	536	195	241	394	164	285
727562	0	0	0	0	0	0	0	0	0	0	0
100578542	847	387	969	735	921	1005	374	437	936	369	604
100577356	0	0	0	0	0	0	0	0	0	0	0
100577794	0	0	0	0	0	0	0	0	0	0	0
412125	3470	1531	3630	3012	3470	3924	1962	2003	3445	1543	2294
724207	489	220	592	457	436	511	255	303	459	189	308
408988	18243	5818	15663	17474	16521	20257	8370	10207	15406	6910	12984
727282	1176	601	1325	1053	1280	1393	676	671	1310	569	879
726309	1	0	2	1	1	3	1	0	1	2	2
724541	2259	1036	2316	1957	2385	2733	1244	1226	2323	1031	1633
410600	1142	323	973	1026	1075	1039	574	549	894	489	754
552526	884	436	1111	808	945	1010	655	634	1113	525	722
411535	0	0	0	0	0	0	0	0	0	0	0
727473	1872	967	2086	1773	1969	2357	951	1101	1806	786	1317
552198	3181	1492	3437	2808	3110	3704	1813	2074	3091	1507	2050
411091	3350	1334	3329	2621	3101	3523	1716	1685	3288	1292	1974
100578691	589	245	741	541	630	633	413	424	721	286	434
100577600	464	151	414	387	454	515	224	237	438	202	302
100576465	0	0	0	0	0	0	0	0	0	0	0
413542	5734	2773	6709	5265	6021	6940	3444	4012	6168	2759	4092
100577925	1	1	2	0	3	0	0	0	0	1	0
100578074	0	0	0	0	0	0	0	0	0	0	0
727232	12937	4625	11730	10962	12400	13300	5950	7636	11734	4787	7734
413110	1584	680	1565	1262	1328	1571	839	983	1371	628	890
726812	991	513	1126	885	1092	1188	692	711	1111	545	817
725697	86	18	81	54	39	100	11	42	157	16	75
552318	10001	4286	9829	7981	8523	10401	4746	5916	8760	3960	5663
550962	319	160	350	252	349	298	182	250	347	151	201
550958	242	128	258	211	255	207	145	173	174	97	124
408417	1632	738	1718	1463	1661	1987	866	945	1710	849	1118
412104	0	0	0	0	0	0	0	0	0	0	0
409057	328	163	361	290	341	465	164	160	286	104	191
726736	0	0	0	0	0	0	0	0	0	0	0
413051	2304	1137	2449	1948	2443	2524	1285	1725	2480	1103	1532
100578801	306	95	290	236	221	353	132	152	257	107	170
725633	797	392	852	683	712	924	420	529	739	356	492
100578416	0	0	0	0	0	0	0	0	0	0	0
727126	0	0	0	0	0	0	0	0	0	0	0
408346	2541	1174	2670	2326	2354	3075	1502	1610	2638	1195	1656
726506	359	156	321	292	375	359	197	188	373	193	230
725086	709	325	827	607	644	802	426	503	806	319	510
550940	0	0	0	0	0	0	0	0	0	0	0
552426	3916	1858	4387	3519	3833	4611	1980	2222	3847	1931	2660
100577631	462	103	381	394	331	425	209	188	358	141	244
727063	3	0	0	3	3	1	3	1	3	3	0
724415	2606	1157	3052	2387	2683	2777	1528	1736	2826	1187	1889
725043	1742	435	1379	1359	1589	1444	870	620	1673	641	1070
100576420	1	0	0	2	1	0	0	0	2	0	2
724558	676	358	1077	590	1449	1627	315	704	1412	228	672
409549	6795	3266	7510	5634	5905	7595	3640	3859	6501	2730	3993
552734	162815	80522	181391	141206	155190	189585	94890	84014	146692	81964	108523
409012	23682	5930	18841	22200	23180	19489	12197	14388	22147	9143	17335
408510	96191	40392	106438	96622	91274	116918	39005	42292	79398	34127	53246
551885	7200	3250	7263	6214	6936	8026	3746	4357	7017	3111	4504
412302	2511	1109	2571	2217	2356	2759	1289	1497	2433	1082	1517
551945	5046	2385	5544	4347	5237	5995	2770	2993	4965	2325	3441
725476	258	92	221	181	204	257	130	100	183	128	128
413612	2457	1224	2570	2139	2399	2807	1367	1579	2291	1054	1622
413260	2821	1371	2944	2714	2975	3273	1485	1837	2934	1309	2064
411392	4547	1978	5034	3876	4094	5197	2470	2529	4285	1915	2737
100578755	6	1	5	9	3	6	4	2	5	6	7
724372	357	179	406	323	390	419	232	232	378	187	262
409523	2844	1215	2890	2468	2885	3032	1581	1633	2903	1278	1884
408701	1811	901	2052	1636	1836	2226	1036	1113	1713	853	1240
551608	1939	1056	2232	1835	2131	2434	1274	1463	2193	1059	1592
412190	2442	1116	2860	2144	2298	2885	1370	1510	2446	1085	1750
100577758	26	13	55	44	35	33	11	15	18	18	30
725660	0	1	1	3	3	1	0	0	1	0	3
100577192	293	169	418	286	337	397	233	200	356	199	306
724701	3570	1786	4196	3203	3568	4077	2250	2422	3934	1703	2753
726315	13	13	7	10	20	19	12	14	27	3	9
411931	3271	1513	3647	2929	3685	3785	2034	2262	3481	1633	2520
410349	355	156	389	289	367	390	204	235	355	143	241
724955	4064	1910	4033	3403	4023	4348	2120	2428	3893	1804	2706
100577383	1	4	5	1	1	3	2	1	5	1	2
100579018	4	6	10	11	2	3	5	5	15	5	5
100577275	2	1	7	7	10	10	5	5	7	1	6
727584	0	0	0	0	0	0	0	0	0	0	0
551201	0	0	0	0	0	0	0	0	0	0	0
100576128	9	5	11	9	6	5	5	3	8	1	4
552540	2923	1288	3246	2719	2806	3305	1670	1929	2989	1381	2069
413948	256	102	217	283	211	271	157	126	180	157	133
726147	1104	472	1126	903	987	1133	615	645	1013	480	716
725382	374	274	145	98	140	153	70	94	379	51	141
100577799	48	15	49	49	73	50	29	41	47	23	30
100577116	5	2	2	3	10	2	2	3	11	1	2
100576083	81	42	116	89	105	108	51	59	106	39	98
724719	2129	995	2322	1791	1903	2304	1060	1320	1883	798	1151
412131	578	243	659	490	615	640	365	374	721	290	460
409336	8576	4009	9052	7789	8701	10014	4428	5113	8623	3984	5859
724449	20959	9366	24211	15903	18880	23272	9982	11161	17292	7873	13882
412119	2248	1107	2630	1888	2310	2564	1410	1634	2448	1087	1673
409569	1973	1099	2578	1823	2117	2482	1257	1299	2354	933	1504
100578874	27	6	14	18	12	12	7	13	12	11	9
551814	1172	526	1174	960	1035	1117	557	734	1012	529	702
408675	3848	1806	4170	3230	3803	4248	2106	2401	3646	1576	2281
412642	0	0	0	0	0	0	0	0	0	0	0
100576583	49	22	54	59	65	54	41	42	49	32	31
